zaman,yukseklik,ivme
12.340,2165.1,-14.129
12.360,2168.7,-14.111
12.380,2172.4,-14.093
12.400,2176.0,-14.076
12.420,2179.6,-14.06
12.440,2183.3,-14.044
12.460,2186.9,-14.028
12.480,2190.5,-14.013
12.500,2194.1,-13.997
12.520,2197.7,-13.982
12.540,2201.3,-13.966
12.560,2204.9,-13.951
12.580,2208.5,-13.935
12.600,2212.1,-13.92
12.620,2215.7,-13.905
12.640,2219.3,-13.89
12.660,2222.8,-13.875
12.680,2226.4,-13.859
12.700,2230.0,-13.844
12.720,2233.5,-13.829
12.740,2237.1,-13.814
12.760,2240.6,-13.799
12.780,2244.1,-13.784
12.800,2247.7,-13.769
12.820,2251.2,-13.754
12.840,2254.7,-13.739
12.860,2258.2,-13.724
12.880,2261.7,-13.71
12.900,2265.3,-13.695
12.920,2268.7,-13.681
12.940,2272.2,-13.668
12.960,2275.7,-13.654
12.980,2279.2,-13.64
13.000,2282.7,-13.626
13.020,2286.2,-13.612
13.040,2289.6,-13.599
13.060,2293.1,-13.586
13.080,2296.5,-13.57
13.100,2300.0,-13.555
13.120,2303.4,-13.54
13.140,2306.9,-13.527
13.160,2310.3,-13.514
13.180,2313.7,-13.501
13.200,2317.2,-13.488
13.220,2320.6,-13.475
13.240,2324.0,-13.464
13.260,2327.4,-13.453
13.280,2330.8,-13.437
13.300,2334.2,-13.422
13.320,2337.6,-13.407
13.340,2341.0,-13.392
13.360,2344.3,-13.377
13.380,2347.7,-13.363
13.400,2351.1,-13.35
13.420,2354.4,-13.336
13.440,2357.8,-13.322
13.460,2361.2,-13.309
13.480,2364.5,-13.295
13.500,2367.8,-13.282
13.520,2371.2,-13.268
13.540,2374.5,-13.255
13.560,2377.8,-13.243
13.580,2381.2,-13.229
13.600,2384.5,-13.216
13.620,2387.8,-13.203
13.640,2391.1,-13.19
13.660,2394.4,-13.177
13.680,2397.7,-13.164
13.700,2401.0,-13.151
13.720,2404.2,-13.138
13.740,2407.5,-13.126
13.760,2410.8,-13.113
13.780,2414.1,-13.101
13.800,2417.3,-13.088
13.820,2420.6,-13.076
13.840,2423.8,-13.064
13.860,2427.1,-13.051
13.880,2430.3,-13.039
13.900,2433.6,-13.027
13.920,2436.8,-13.014
13.940,2440.0,-13.002
13.960,2443.2,-12.99
13.980,2446.5,-12.978
14.000,2449.7,-12.966
14.020,2452.9,-12.954
14.040,2456.1,-12.943
14.060,2459.3,-12.931
14.080,2462.5,-12.92
14.100,2465.6,-12.909
14.120,2468.8,-12.898
14.140,2472.0,-12.887
14.160,2475.2,-12.877
14.180,2478.3,-12.866
14.200,2481.5,-12.855
14.220,2484.6,-12.844
14.240,2487.8,-12.833
14.260,2490.9,-12.822
14.280,2494.1,-12.81
14.300,2497.2,-12.799
14.320,2500.3,-12.788
14.340,2503.5,-12.777
14.360,2506.6,-12.767
14.380,2509.7,-12.756
14.400,2512.8,-12.746
14.420,2515.9,-12.733
14.440,2519.0,-12.719
14.460,2522.1,-12.705
14.480,2525.2,-12.694
14.500,2528.3,-12.682
14.520,2531.3,-12.67
14.540,2534.4,-12.658
14.560,2537.5,-12.646
14.580,2540.5,-12.634
14.600,2543.6,-12.623
14.620,2546.6,-12.612
14.640,2549.7,-12.601
14.660,2552.7,-12.59
14.680,2555.8,-12.58
14.700,2558.8,-12.569
14.720,2561.8,-12.559
14.740,2564.9,-12.549
14.760,2567.9,-12.538
14.780,2570.9,-12.528
14.800,2573.9,-12.517
14.820,2576.9,-12.507
14.840,2579.9,-12.497
14.860,2582.9,-12.486
14.880,2585.9,-12.476
14.900,2588.8,-12.465
14.920,2591.8,-12.455
14.940,2594.8,-12.444
14.960,2597.8,-12.434
14.980,2600.7,-12.424
15.000,2603.7,-12.414
15.020,2606.6,-12.404
15.040,2609.6,-12.394
15.060,2612.5,-12.385
15.080,2615.5,-12.375
15.100,2618.4,-12.365
15.120,2621.3,-12.355
15.140,2624.2,-12.345
15.160,2627.2,-12.335
15.180,2630.1,-12.326
15.200,2633.0,-12.316
15.220,2635.9,-12.306
15.240,2638.8,-12.297
15.260,2641.7,-12.288
15.280,2644.6,-12.278
15.300,2647.4,-12.268
15.320,2650.3,-12.258
15.340,2653.2,-12.249
15.360,2656.1,-12.24
15.380,2658.9,-12.23
15.400,2661.8,-12.221
15.420,2664.6,-12.212
15.440,2667.5,-12.203
15.460,2670.3,-12.194
15.480,2673.2,-12.185
15.500,2676.0,-12.175
15.520,2678.8,-12.166
15.540,2681.6,-12.157
15.560,2684.5,-12.149
15.580,2687.3,-12.139
15.600,2690.1,-12.129
15.620,2692.9,-12.119
15.640,2695.7,-12.11
15.660,2698.5,-12.1
15.680,2701.3,-12.09
15.700,2704.1,-12.081
15.720,2706.8,-12.071
15.740,2709.6,-12.062
15.760,2712.4,-12.053
15.780,2715.2,-12.044
15.800,2717.9,-12.035
15.820,2720.7,-12.026
15.840,2723.4,-12.017
15.860,2726.2,-12.009
15.880,2728.9,-12.0
15.900,2731.6,-11.991
15.920,2734.4,-11.983
15.940,2737.1,-11.974
15.960,2739.8,-11.965
15.980,2742.5,-11.956
16.000,2745.3,-11.948
16.020,2748.0,-11.94
16.040,2750.7,-11.932
16.060,2753.4,-11.925
16.080,2756.1,-11.917
16.100,2758.8,-11.91
16.120,2761.4,-11.902
16.140,2764.1,-11.894
16.160,2766.8,-11.886
16.180,2769.5,-11.877
16.200,2772.1,-11.868
16.220,2774.8,-11.859
16.240,2777.4,-11.85
16.260,2780.1,-11.842
16.280,2782.7,-11.833
16.300,2785.4,-11.825
16.320,2788.0,-11.816
16.340,2790.7,-11.807
16.360,2793.3,-11.799
16.380,2795.9,-11.79
16.400,2798.5,-11.782
16.420,2801.1,-11.774
16.440,2803.7,-11.766
16.460,2806.3,-11.758
16.480,2808.9,-11.75
16.500,2811.5,-11.741
16.520,2814.1,-11.733
16.540,2816.7,-11.726
16.560,2819.3,-11.718
16.580,2821.9,-11.71
16.600,2824.4,-11.702
16.620,2827.0,-11.694
16.640,2829.6,-11.686
16.660,2832.1,-11.679
16.680,2834.7,-11.671
16.700,2837.2,-11.663
16.720,2839.8,-11.655
16.740,2842.3,-11.647
16.760,2844.8,-11.64
16.780,2847.4,-11.632
16.800,2849.9,-11.625
16.820,2852.4,-11.618
16.840,2854.9,-11.611
16.860,2857.4,-11.603
16.880,2860.0,-11.596
16.900,2862.5,-11.588
16.920,2864.9,-11.58
16.940,2867.4,-11.573
16.960,2869.9,-11.565
16.980,2872.4,-11.558
17.000,2874.9,-11.551
17.020,2877.4,-11.544
17.040,2879.8,-11.538
17.060,2882.3,-11.532
17.080,2884.8,-11.525
17.100,2887.2,-11.518
17.120,2889.7,-11.511
17.140,2892.1,-11.504
17.160,2894.5,-11.498
17.180,2897.0,-11.491
17.200,2899.4,-11.483
17.220,2901.8,-11.477
17.240,2904.3,-11.47
17.260,2906.7,-11.464
17.280,2909.1,-11.456
17.300,2911.5,-11.448
17.320,2913.9,-11.441
17.340,2916.3,-11.436
17.360,2918.7,-11.431
17.380,2921.1,-11.424
17.400,2923.5,-11.417
17.420,2925.9,-11.41
17.440,2928.2,-11.403
17.460,2930.6,-11.395
17.480,2933.0,-11.388
17.500,2935.3,-11.38
17.520,2937.7,-11.373
17.540,2940.1,-11.368
17.560,2942.4,-11.362
17.580,2944.8,-11.354
17.600,2947.1,-11.346
17.620,2949.4,-11.339
17.640,2951.8,-11.332
17.660,2954.1,-11.325
17.680,2956.4,-11.32
17.700,2958.7,-11.314
17.720,2961.0,-11.307
17.740,2963.4,-11.299
17.760,2965.7,-11.291
17.780,2968.0,-11.284
17.800,2970.3,-11.277
17.820,2972.5,-11.271
17.840,2974.8,-11.264
17.860,2977.1,-11.257
17.880,2979.4,-11.25
17.900,2981.7,-11.244
17.920,2983.9,-11.237
17.940,2986.2,-11.231
17.960,2988.5,-11.225
17.980,2990.7,-11.219
18.000,2993.0,-11.212
18.020,2995.2,-11.206
18.040,2997.4,-11.2
18.060,2999.7,-11.194
18.080,3001.9,-11.188
18.100,3004.1,-11.181
18.120,3006.4,-11.175
18.140,3008.6,-11.169
18.160,3010.8,-11.163
18.180,3013.0,-11.157
18.200,3015.2,-11.151
18.220,3017.4,-11.145
18.240,3019.6,-11.139
18.260,3021.8,-11.133
18.280,3024.0,-11.127
18.300,3026.2,-11.121
18.320,3028.4,-11.115
18.340,3030.5,-11.109
18.360,3032.7,-11.103
18.380,3034.9,-11.097
18.400,3037.0,-11.091
18.420,3039.2,-11.085
18.440,3041.3,-11.079
18.460,3043.5,-11.074
18.480,3045.6,-11.069
18.500,3047.8,-11.063
18.520,3049.9,-11.058
18.540,3052.0,-11.053
18.560,3054.2,-11.047
18.580,3056.3,-11.042
18.600,3058.4,-11.037
18.620,3060.5,-11.032
18.640,3062.6,-11.028
18.660,3064.7,-11.024
18.680,3066.8,-11.02
18.700,3068.9,-11.015
18.720,3071.0,-11.01
18.740,3073.1,-11.005
18.760,3075.2,-11.0
18.780,3077.3,-10.996
18.800,3079.3,-10.992
18.820,3081.4,-10.987
18.840,3083.5,-10.983
18.860,3085.5,-10.979
18.880,3087.6,-10.973
18.900,3089.6,-10.966
18.920,3091.7,-10.961
18.940,3093.7,-10.956
18.960,3095.7,-10.951
18.980,3097.8,-10.946
19.000,3099.8,-10.942
19.020,3101.8,-10.937
19.040,3103.9,-10.932
19.060,3105.9,-10.927
19.080,3107.9,-10.924
19.100,3109.9,-10.921
19.120,3111.9,-10.916
19.140,3113.9,-10.909
19.160,3115.9,-10.901
19.180,3117.9,-10.895
19.200,3119.9,-10.888
19.220,3121.8,-10.882
19.240,3123.8,-10.877
19.260,3125.8,-10.872
19.280,3127.8,-10.868
19.300,3129.7,-10.863
19.320,3131.7,-10.859
19.340,3133.6,-10.853
19.360,3135.6,-10.848
19.380,3137.5,-10.842
19.400,3139.5,-10.835
19.420,3141.4,-10.829
19.440,3143.3,-10.823
19.460,3145.3,-10.817
19.480,3147.2,-10.811
19.500,3149.1,-10.805
19.520,3151.0,-10.799
19.540,3152.9,-10.792
19.560,3154.9,-10.786
19.580,3156.8,-10.78
19.600,3158.7,-10.775
19.620,3160.5,-10.77
19.640,3162.4,-10.765
19.660,3164.3,-10.76
19.680,3166.2,-10.756
19.700,3168.1,-10.751
19.720,3170.0,-10.747
19.740,3171.8,-10.743
19.760,3173.7,-10.739
19.780,3175.5,-10.735
19.800,3177.4,-10.731
19.820,3179.3,-10.728
19.840,3181.1,-10.724
19.860,3182.9,-10.721
19.880,3184.8,-10.717
19.900,3186.6,-10.713
19.920,3188.4,-10.708
19.940,3190.3,-10.703
19.960,3192.1,-10.697
19.980,3193.9,-10.693
20.000,3195.7,-10.689
20.020,3197.5,-10.685
20.040,3199.3,-10.679
20.060,3201.1,-10.674
20.080,3202.9,-10.669
20.100,3204.7,-10.664
20.120,3206.5,-10.659
20.140,3208.3,-10.654
20.160,3210.1,-10.649
20.180,3211.8,-10.645
20.200,3213.6,-10.64
20.220,3215.4,-10.635
20.240,3217.1,-10.63
20.260,3218.9,-10.625
20.280,3220.7,-10.621
20.300,3222.4,-10.616
20.320,3224.1,-10.612
20.340,3225.9,-10.608
20.360,3227.6,-10.603
20.380,3229.4,-10.599
20.400,3231.1,-10.595
20.420,3232.8,-10.591
20.440,3234.5,-10.587
20.460,3236.2,-10.583
20.480,3237.9,-10.579
20.500,3239.7,-10.575
20.520,3241.4,-10.571
20.540,3243.1,-10.567
20.560,3244.7,-10.563
20.580,3246.4,-10.56
20.600,3248.1,-10.556
20.620,3249.8,-10.553
20.640,3251.5,-10.549
20.660,3253.2,-10.545
